StationName,StreetNumber,StreetName,Suburb,PostCode,State,EntranceType,EntranceLatitude,EntranceLongitude,ExitNumber,StopID
Susan,109,Susan Street,Scone,2337,New South Wales,Path,-32.046706,150.867072,NULL,776
Helen,NULL,NULL,Sefton,2162,New South Wales,Lift,-33.885162,151.011841,NULL,777
Wellington,141,Wellington Road,Sefton,2162,New South Wales,Lift,-33.885496,151.011797,NULL,778
Helen,44A,Helen Street,Sefton,2162,New South Wales,Stairs,-33.885160,151.011671,NULL,779
Wellington,143,Wellington Road,Sefton,2162,New South Wales,Stairs,-33.885432,151.011622,NULL,780
Prospect,198,Prospect Highway,Seven Hills,2147,New South Wales,Stairs,-33.774105,150.936191,NULL,781
The Hills,47,Boomerang Place,Seven Hills,2147,New South Wales,Lift,-33.774557,150.936172,NULL,782
Prospect,NULL,NULL,Seven Hills,2147,New South Wales,Lift,-33.774071,150.936089,NULL,783
Prospect,NULL,NULL,Seven Hills,2147,New South Wales,Ramp,-33.774102,150.935925,NULL,784
The Hills,53,Boomerang Place,Seven Hills,2147,New South Wales,Ramp,-33.774520,150.935432,NULL,785
Piper,NULL,Piper Drive,Shell Cove,2529,New South Wales,Lift,-34.591251,150.844818,NULL,786
Piper,1,Piper Drive,Shell Cove,2529,New South Wales,Stairs,-34.591307,150.844801,NULL,787
Piper,NULL,Piper Drive,Shell Cove,2529,New South Wales,Lift,-34.591225,150.844669,NULL,788
Piper,1,Piper Drive,Shell Cove,2529,New South Wales,Stairs,-34.591287,150.844651,NULL,789
Munro,4,Munro Lane,Singleton,2330,New South Wales,Ramp,-32.571960,151.165682,NULL,790
Munro,18,Munro Street,Singleton,2330,New South Wales,Ramp,-32.571853,151.165540,NULL,791
Munro,14,Munro Street,Singleton,2330,New South Wales,Path,-32.571833,151.165486,NULL,792
Macquarie,238,Macquarie Road,Springwood,2777,New South Wales,Stairs,-33.699189,150.563697,NULL,793
Macquarie,248,Macquarie Road,Springwood,2777,New South Wales,Ramp,-33.699361,150.563522,NULL,794
Station,NULL,NULL,Springwood,2777,New South Wales,Ramp,-33.698964,150.563304,NULL,795
James,2,Saint James Road,Sydney,2000,New South Wales,Stairs,-33.869927,151.211498,NULL,796
James,2,Saint James Road,Sydney,2000,New South Wales,Ramp,-33.870033,151.211289,NULL,797
Elizabeth,118,Elizabeth Street,Sydney,2000,New South Wales,Lift,-33.870678,151.210484,NULL,798
Elizabeth,118,Elizabeth Street,Sydney,2000,New South Wales,Stairs,-33.870749,151.210448,NULL,799
Sergeants,NULL,NULL,St Leonards,2065,New South Wales,Stairs,-33.822246,151.194762,NULL,800
Sergeants,1,Sergeants Lane,St Leonards,2065,New South Wales,Lift,-33.822223,151.194760,NULL,801
Herbert,NULL,NULL,St Leonards,2065,New South Wales,Lift,-33.822323,151.193647,NULL,802
Herbert,3,Herbert Street,St Leonards,2065,New South Wales,Stairs,-33.822316,151.193608,NULL,803
Herbert,NULL,NULL,St Leonards,2065,New South Wales,Stairs,-33.822462,151.193432,NULL,804
Herbert,NULL,NULL,St Leonards,2065,New South Wales,Lift,-33.822430,151.193367,NULL,805
Forrester,NULL,Station Street,North Saint Marys,2760,New South Wales,Lift,-33.761897,150.775158,NULL,806
Station,113b,Station Street,Saint Marys,2760,New South Wales,Lift,-33.762350,150.775057,NULL,807
Forrester,NULL,Station Street,North Saint Marys,2760,New South Wales,Stairs,-33.761880,150.774925,NULL,808
Station,NULL,NULL,North Saint Marys,2760,New South Wales,Stairs,-33.762318,150.774872,NULL,809
May,1,Goodsell Street,St Peters,2044,New South Wales,Path,-33.907453,151.180861,NULL,810
Lord,9,Lord Street,Newtown,2042,New South Wales,Path,-33.906942,151.180649,NULL,811
Douglas,140,Percival Road,Stanmore,2048,New South Wales,Ramp,-33.894164,151.164204,NULL,812
Trafalgar,110,Cambridge Street,Stanmore,2048,New South Wales,Ramp,-33.894676,151.164157,NULL,813
Railway,NULL,Wodi Wodi Walking Track,Stanwell Park,2508,New South Wales,Stairs,-34.226183,150.981234,NULL,814
Railway,NULL,Wodi Wodi Walking Track,Stanwell Park,2508,New South Wales,Stairs,-34.226144,150.981004,NULL,815
Everton,39,Everton Road,Strathfield,2135,New South Wales,Lift,-33.871468,151.094603,NULL,816
Everton,39,Everton Road,Strathfield,2135,New South Wales,Stairs,-33.871344,151.094481,NULL,817
Strathfield,NULL,NULL,Strathfield,2135,New South Wales,Ramp,-33.872208,151.094283,NULL,818
Albert,1,Albert Road,Strathfield,2135,New South Wales,Ramp,-33.871859,151.093829,NULL,819
Grosvenor,30,Grosvenor Crescent,Summer Hill,2130,New South Wales,Stairs,-33.890159,151.138944,NULL,820
Carlton,60,Carlton Crescent,Summer Hill,2130,New South Wales,Lift,-33.890532,151.138907,NULL,821
Grosvenor,30,Grosvenor Crescent,Summer Hill,2130,New South Wales,Lift,-33.890106,151.138752,NULL,822
Carlton,60,Carlton Crescent,Summer Hill,2130,New South Wales,Stairs,-33.890441,151.138641,NULL,823
Carlton,60,Carlton Crescent,Summer Hill,2130,New South Wales,Ramp,-33.890431,151.138615,NULL,824
East,NULL,NULL,Sutherland,2232,New South Wales,Lift,-34.031570,151.057432,NULL,825
East,NULL,NULL,Sutherland,2232,New South Wales,Path,-34.031556,151.057342,NULL,826
East,NULL,NULL,Sutherland,2232,New South Wales,Stairs,-34.031834,151.056909,NULL,827
East,NULL,NULL,Sutherland,2232,New South Wales,Ramp,-34.031834,151.056909,NULL,828
Gleeson,NULL,NULL,Sydenham,2044,New South Wales,Lift,-33.914911,151.166101,NULL,829
Gleeson,NULL,NULL,Sydenham,2044,New South Wales,Path,-33.914863,151.166047,NULL,830
George,44A,George Street,Tahmoor,2573,New South Wales,Path,-34.223587,150.590241,NULL,831
Pitt,41,Pitt Street,Tahmoor,2573,New South Wales,Path,-34.223465,150.589830,NULL,832
Railway,4,Weir Road,Tallong,2579,New South Wales,Path,-34.718375,150.086092,NULL,833
Woodberry,9,Woodberry Road,Tarro,2322,New South Wales,Stairs,-32.808820,151.669463,NULL,834
Woodberry,9,Woodberry Road,Tarro,2322,New South Wales,Stairs,-32.808895,151.669372,NULL,835
Brisbane Water,NULL,Brisbane Water Drive,Tascott,2250,New South Wales,Ramp,-33.450839,151.318815,NULL,836
Brisbane Water,NULL,Brisbane Water Drive,Tascott,2250,New South Wales,Stairs,-33.450882,151.318787,NULL,837
Glenrock,8,Kateena Avenue,Tascott,2250,New South Wales,Ramp,-33.450773,151.318740,NULL,838
Glenrock,4,Kateena Avenue,Tascott,2250,New South Wales,Stairs,-33.450949,151.318344,NULL,839
Parramatta,739,A22,Summer Hill,2130,New South Wales,Lift,-33.889566,151.145176,NULL,840
Parramatta,743,Great Western Highway,Summer Hill,2130,New South Wales,Lift,-33.889906,151.145104,NULL,841
Parramatta,743,A22,Summer Hill,2130,New South Wales,Stairs,-33.889630,151.145083,NULL,842
Parramatta,743,Great Western Highway,Summer Hill,2130,New South Wales,Stairs,-33.889868,151.145073,NULL,843
Johnson,22,Johnson Street,Maitland,2320,New South Wales,Ramp,-32.723231,151.539895,NULL,844
Johnson,22,Johnson Street,Maitland,2320,New South Wales,Stairs,-32.723378,151.539885,NULL,845
Sturt,NULL,NULL,Telopea,2117,New South Wales,Path,-33.794006,151.041781,NULL,846
Sturt,NULL,NULL,Telopea,2117,New South Wales,Ramp,-33.794249,151.041524,NULL,847
Sturt,33,Sturt Street,Telopea,2117,New South Wales,Path,-33.794570,151.041383,NULL,848
Adderton,55A,Adderton Road,Telopea,2117,New South Wales,Ramp,-33.794021,151.041263,NULL,849
Adderton,55A,Adderton Road,Telopea,2117,New South Wales,Stairs,-33.794115,151.041195,NULL,850
Griffith,14,Griffiths Street,Tempe,2044,New South Wales,Stairs,-33.923691,151.156798,NULL,851
Griffith,24,Griffiths Street,Tempe,2044,New South Wales,Stairs,-33.923947,151.156750,NULL,852
Richardson,NULL,Unnamed Road,Marrickville,2204,New South Wales,Stairs,-33.923580,151.156471,NULL,853
Richardson,NULL,Richardsons Crescent,Marrickville,2204,New South Wales,Stairs,-33.923896,151.156397,NULL,854
William,NULL,William Street,Teralba,2284,New South Wales,Ramp,-32.962768,151.604150,NULL,855
William,NULL,NULL,Teralba,2284,New South Wales,Path,-32.962727,151.603926,NULL,856
Railway,127,Railway Street,Teralba,2284,New South Wales,Stairs,-32.962162,151.603641,NULL,857
Pirrama,48A,Pirrama Road,Pyrmont,2009,New South Wales,Path,-33.867270,151.195709,NULL,858
Station,NULL,NULL,Thirroul,2515,New South Wales,Stairs,-34.317860,150.919375,NULL,859
Station,7,Station Street,Thirroul,2515,New South Wales,Lift,-34.317997,150.919252,NULL,860
Railway,4,Railway Parade,Thirroul,2515,New South Wales,Path,-34.317883,150.918865,NULL,861
Railway,4,Railway Parade,Thirroul,2515,New South Wales,Stairs,-34.317958,150.918851,NULL,862
Railway,288,Pennant Hills Road,Thornleigh,2120,New South Wales,Path,-33.732079,151.078373,NULL,863
Railway,NULL,NULL,Thornleigh,2120,New South Wales,Stairs,-33.732118,151.078332,NULL,864
The Esplanade,86,The Esplanade,Thornleigh,2120,New South Wales,Stairs,-33.731809,151.078118,NULL,865
Karuah,17,Karuah Street,Thornton,2322,New South Wales,Stairs,-32.783573,151.639993,NULL,866
Karuah,17,Karuah Street,Thornton,2322,New South Wales,Lift,-32.783561,151.639955,NULL,867
Wentworth,40,Cooyong Crescent,Toongabbie,2146,New South Wales,Ramp,-33.786999,150.951607,NULL,868
Portice,11,Portico Parade,Toongabbie,2146,New South Wales,Ramp,-33.787142,150.951166,NULL,869
George,NULL,George Street,Sydney,2000,New South Wales,Stairs,-33.873171,151.207125,2,870
George,552,George Street,Sydney,2000,New South Wales,Stairs,-33.873576,151.207064,2,871
George,816,George Street,Sydney,2000,New South Wales,Lift,-33.873894,151.207020,2,872
George,816,George Street,Sydney,2000,New South Wales,Stairs,-33.873948,151.207008,2,873
George,63,George Street,Sydney,2000,New South Wales,Stairs,-33.873243,151.206718,5,874
George,455,George Street,Sydney,2000,New South Wales,Stairs,-33.873002,151.206696,5,875
George,485,George Street,Sydney,2000,New South Wales,Stairs,-33.874166,151.206667,4,876
George,483,George Street,Sydney,2000,New South Wales,Stairs,-33.873704,151.206619,5,877
Kent,NULL,Unnamed Road,Sydney,2000,New South Wales,Path,-33.873462,151.205675,5,878
Towradgi,NULL,NULL,Towradgi,2518,New South Wales,Ramp,-34.384084,150.901667,NULL,879
Towradgi,NULL,NULL,Towradgi,2518,New South Wales,Ramp,-34.384126,150.901358,NULL,880
Bryant,NULL,Bryant Drive,Tuggerah,2259,New South Wales,Ramp,-33.307745,151.420420,NULL,881
Bryant,NULL,Bryant Drive,Tuggerah,2259,New South Wales,Stairs,-33.307745,151.420420,NULL,882
Pacific,86,Pacific Highway,Tuggerah,2259,New South Wales,Ramp,-33.307474,151.420075,NULL,883
Pacific,NULL,Pacific Highway,Tuggerah,2259,New South Wales,Stairs,-33.307677,151.420038,NULL,884
Rohini,2a,Rohini Street,Turramurra,2074,New South Wales,Path,-33.732589,151.129097,NULL,885
William,NULL,Rohini St,Turramurra,2074,New South Wales,Path,-33.732877,151.128659,NULL,886
Reede,128,Turrella Street,Turrella,2205,New South Wales,Stairs,-33.929774,151.140428,NULL,887
Berkeley,NULL,NULL,Unanderra,2526,New South Wales,Stairs,-34.455128,150.846083,NULL,888
Berkeley,NULL,NULL,Unanderra,2526,New South Wales,Stairs,-34.454803,150.845495,NULL,889
Great Western,NULL,NULL,Valley Heights,2777,New South Wales,Stairs,-33.703882,150.584080,NULL,890
Great Western,NULL,NULL,Valley Heights,2777,New South Wales,Ramp,-33.703855,150.584019,NULL,891
Great Western,4,The Valley Road,Valley Heights,2777,New South Wales,Stairs,-33.704148,150.583689,NULL,892
Waller,1,Waller Street,East Maitland,2323,New South Wales,Stairs,-32.750965,151.594137,NULL,893
Victoria,64,Victoria Street,East Maitland,2323,New South Wales,Stairs,-32.751124,151.593796,NULL,894
Villawood,NULL,River Avenue,Villawood,2163,New South Wales,Stairs,-33.880921,150.977362,NULL,895
River,101,River Avenue,Villawood,2163,New South Wales,Stairs,-33.880740,150.977347,NULL,896
Bandon,100,Bandon Road,Vineyard,2765,New South Wales,Ramp,-33.650188,150.851063,NULL,897
Redleaf,1-5,Railway Avenue,Wahroonga,2076,New South Wales,Stairs,-33.718001,151.117518,NULL,898
Alexandria,49,Alexandria Parade,Waitara,2077,New South Wales,Path,-33.710286,151.105246,NULL,899
Waitara,12,Waitara Avenue,Waitara,2077,New South Wales,Stairs,-33.710656,151.104915,NULL,900
Wallarobba Brookfield,1428,Dungog Road,Wallarobba,2420,New South Wales,Ramp,-32.496150,151.695692,NULL,901
Eucalyptus,9A,Eucalyptus Circuit,Warabrook,2304,New South Wales,Ramp,-32.886983,151.711187,NULL,902
Ring,NULL,Unnamed Road,Callaghan,2308,New South Wales,Ramp,-32.888486,151.709521,NULL,903
Platt,NULL,NULL,Waratah,2298,New South Wales,Stairs,-32.902103,151.731215,NULL,904
Platt,2,Railway Terrace,Mayfield,2304,New South Wales,Stairs,-32.902354,151.731023,NULL,905
Davis,10A,Davis Street,Dulwich Hill,2203,New South Wales,Path,-33.898962,151.140003,NULL,906
Weston,77,Weston Street,Dulwich Hill,2203,New South Wales,Path,-33.898812,151.139864,NULL,907
Warnervale,2,Albert Warner Drive,Warnervale,2259,New South Wales,Path,-33.247384,151.449136,NULL,908
Warnervale,2,Albert Warner Drive,Warnervale,2259,New South Wales,Path,-33.247132,151.448845,NULL,909
Warrawee,1,Warrawee Avenue,Warrawee,2074,New South Wales,Path,-33.724393,151.122039,NULL,910
Heydon,19,Heydon Avenue,Warrawee,2074,New South Wales,Path,-33.724541,151.121722,NULL,911
Railway,58,Railway Parade,Warrimoo,2774,New South Wales,Stairs,-33.721326,150.602951,NULL,912
Great Western,NULL,Great Western Highway,Warrimoo,2774,New South Wales,Stairs,-33.721589,150.602781,NULL,913
Great Western,NULL,Great Western Highway,Warrimoo,2774,New South Wales,Ramp,-33.721592,150.602768,NULL,914
Great Western,285,Great Western Highway,Warrimoo,2774,New South Wales,Ramp,-33.722068,150.602657,NULL,915
Great Western,289,Great Western Highway,Warrimoo,2774,New South Wales,Stairs,-33.722044,150.602565,NULL,916
Warwick,NULL,Warwick Street,Warwick Farm,2170,New South Wales,Stairs,-33.913180,150.935324,NULL,917
Warwick,NULL,Warwick Street,Warwick Farm,2170,New South Wales,Lift,-33.913405,150.935276,NULL,918
Remembrance,NULL,Remembrance Avenue,Warwick Farm,2170,New South Wales,Lift,-33.913246,150.934995,NULL,919
Remembrance,NULL,Remembrance Avenue,Warwick Farm,2170,New South Wales,Stairs,-33.913473,150.934961,NULL,920
Kooraban,3,McKell Avenue,Waterfall,2233,New South Wales,Ramp,-34.135172,150.994605,NULL,921
Bay,NULL,NULL,Waverton,2060,New South Wales,Path,-33.837567,151.197468,NULL,922
Bay,94A,Bay Road,Waverton,2060,New South Wales,Path,-33.837610,151.197336,NULL,923
Railway,8,Railway Parade,Wentworth Falls,2782,New South Wales,Stairs,-33.709329,150.376489,NULL,924
Station,22,Station Street,Wentworth Falls,2782,New South Wales,Stairs,-33.709525,150.376119,NULL,925
Pyrmont Bridge,NULL,NULL,Pyrmont,2009,New South Wales,Path,-33.874241,151.194094,NULL,926
Wattle,26,Wattle Street,Pyrmont,2009,New South Wales,Ramp,-33.875067,151.193538,NULL,927
Wentworth,79,Wentworth Avenue,Wentworthville,2145,New South Wales,Stairs,-33.806868,150.972524,NULL,928
The Kingsway,1,The Kingsway,Wentworthville,2145,New South Wales,Stairs,-33.807252,150.972304,NULL,929
Wentworth,83,Wentworth Avenue,Wentworthville,2145,New South Wales,Ramp,-33.806676,150.971932,NULL,930
The Kingsway,NULL,NULL,Wentworthville,2145,New South Wales,Ramp,-33.807068,150.971827,NULL,931
Victoria,10,Kazanis Court,Werrington,2747,New South Wales,Stairs,-33.759049,150.757566,NULL,932
Railway,18,Railway Street,Werrington,2747,New South Wales,Stairs,-33.759249,150.757531,NULL,933
Victoria,10,Kazanis Court,Werrington,2747,New South Wales,Lift,-33.759037,150.757445,NULL,934
Railway,10,Kazanis Court,Werrington,2747,New South Wales,Lift,-33.759207,150.757401,NULL,935
Railway,2D,Ryedale Road,West Ryde,2114,New South Wales,Stairs,-33.807466,151.090579,NULL,936
Railway,2D,Ryedale Road,West Ryde,2114,New South Wales,Lift,-33.807471,151.090403,NULL,937
West,28,West Parade,West Ryde,2114,New South Wales,Ramp,-33.806875,151.090157,NULL,938
West,2D,Ryedale Road,West Ryde,2114,New South Wales,Ramp,-33.807044,151.090083,NULL,939
West,1-55,West Parade,West Ryde,2114,New South Wales,Stairs,-33.807467,151.089960,NULL,940
Railway,25,Railway Parade,Westmead,2145,New South Wales,Stairs,-33.808361,150.988187,NULL,941
Alexandria,27,Alexandra Avenue,Westmead,2145,New South Wales,Stairs,-33.808708,150.987870,NULL,942
Railway,2,Railway Parade,Westmead,2145,New South Wales,Ramp,-33.808190,150.987715,NULL,943
Alexandria,27,Alexandra Avenue,Westmead,2145,New South Wales,Ramp,-33.808641,150.987657,NULL,944
King Georges,89,King Georges Road,Wiley Park,2195,New South Wales,Ramp,-33.922781,151.068062,NULL,945
King Georges,89,King Georges Road,Wiley Park,2195,New South Wales,Ramp,-33.922704,151.068018,NULL,946
George,6,Church Street,Windsor,2756,New South Wales,Path,-33.613623,150.811105,NULL,947
Cox,21,Cox Street,Windsor,2756,New South Wales,Path,-33.612927,150.809029,NULL,948
Railway,57-61,Railway Parade,Wingello,2579,New South Wales,Path,-34.692335,150.158381,NULL,949
Sydney,9,Wingello Street,Wingello,2579,New South Wales,Path,-34.692016,150.158205,NULL,950
Dungog,NULL,Dungog Road,Wirragulla,2420,New South Wales,Ramp,-32.462926,151.742468,NULL,951
Brodie Spark,NULL,NULL,Wolli Creek,2205,New South Wales,Stairs,-33.928671,151.154443,NULL,952
Brodie Spark,NULL,Brodie Spark Drive,Wolli Creek,2205,New South Wales,Lift,-33.928684,151.154358,NULL,953
Discovery Point,2,Discovery Point Place,Wolli Creek,2205,New South Wales,Lift,-33.928849,151.153891,NULL,954
Discovery Point,2,Discovery Point Place,Wolli Creek,2205,New South Wales,Stairs,-33.928829,151.153842,NULL,955
Crown,335,Princes Highway,Wollongong,2500,New South Wales,Path,-34.425827,150.888638,NULL,956
Station,8,Station Street,Wollongong,2500,New South Wales,Stairs,-34.426733,150.888559,NULL,957
Station,8,Station Street,Wollongong,2500,New South Wales,Path,-34.426987,150.888436,NULL,958
Crown,NULL,NULL,Wollongong,2500,New South Wales,Lift,-34.426456,150.888434,NULL,959
Crown,NULL,NULL,Wollongong,2500,New South Wales,Lift,-34.426425,150.888220,NULL,960
Crown,306A,Crown Street,Wollongong,2500,New South Wales,Path,-34.425872,150.888212,NULL,961
Railway Staiton,1,Railway Station Square,Wollongong,2500,New South Wales,Path,-34.427208,150.887947,NULL,962
Railway Staiton,NULL,NULL,Wollongong,2500,New South Wales,Ramp,-34.426791,150.887817,NULL,963
Milner,2B,Milner Crescent,Wollstonecraft,2065,New South Wales,Path,-33.831590,151.192595,NULL,964
Shirley,31,Shirley Road,Wollstonecraft,2065,New South Wales,Ramp,-33.832459,151.192182,NULL,965
Shirley,1,Telopea Street,Wollstonecraft,2065,New South Wales,Path,-33.832674,151.191792,NULL,966
Milray,43,Milray Avenue,Wollstonecraft,2065,New South Wales,Path,-33.831467,151.191573,NULL,967
Morrison,NULL,NULL,Wombarra,2515,New South Wales,Stairs,-34.275453,150.953675,NULL,968
Morrison,119,Morrison Avenue,Wombarra,2515,New South Wales,Stairs,-34.275304,150.953508,NULL,969
Wondabyne Wharf,NULL,Unnamed Road,Wondabyne,2256,New South Wales,Ramp,-33.492021,151.257148,NULL,970
Railway,19,Railway Parade,Woodford,2778,New South Wales,Stairs,-33.735751,150.482196,NULL,971
Great Western,21,Railway Parade,Woodford,2778,New South Wales,Ramp,-33.735468,150.481841,NULL,972
Great Western,56,Great Western Highway,Woodford,2778,New South Wales,Ramp,-33.735267,150.480885,NULL,973
Swan,24,Denman Avenue,Woolooware,2230,New South Wales,Stairs,-34.047412,151.143762,NULL,974
Swan,24,Denman Avenue,Woolooware,2230,New South Wales,Lift,-34.047448,151.143701,NULL,975
Swan,1,Panorama Avenue,Woolooware,2230,New South Wales,Stairs,-34.047698,151.143648,NULL,976
Swan,1,Panorama Avenue,Woolooware,2230,New South Wales,Lift,-34.047656,151.143584,NULL,977
Park,18,Park Road,Woonona,2517,New South Wales,Ramp,-34.349393,150.915389,NULL,978
Railway,1A,Railway Parade,Woonona,2517,New South Wales,Stairs,-34.349561,150.915360,NULL,979
Park,NULL,NULL,Woonona,2517,New South Wales,Ramp,-34.349329,150.915110,NULL,980
Blackwall,35-39,Blackwall Road,Woy Woy,2256,New South Wales,Path,-33.485973,151.324352,NULL,981
Railway,9,Railway Street,Woy Woy,2256,New South Wales,Ramp,-33.485273,151.323725,NULL,982
Railway,25,Railway Street,Woy Woy,2256,New South Wales,Lift,-33.485857,151.323384,NULL,983
Railway,44,Railway Street,Woy Woy,2256,New South Wales,Stairs,-33.485978,151.323215,NULL,984
Wyee,NULL,NULL,Wyee,2259,New South Wales,Ramp,-33.179840,151.487240,NULL,985
Gorokan,16,Gorokan Road,Wyee,2259,New South Wales,Stairs,-33.180164,151.486856,NULL,986
Carrington,NULL,NULL,Sydney,2000,New South Wales,Stairs,-33.865539,151.206314,1,987
Carrington,9,Carrington Street,Sydney,2000,New South Wales,Stairs,-33.865833,151.206282,1,988
Carrington,9,Carrington Street,Sydney,2000,New South Wales,Path,-33.865722,151.206269,1,989
Carrington,NULL,NULL,Sydney,2000,New South Wales,Lift,-33.865705,151.206102,1,990
York,NULL,NULL,Sydney,2000,New South Wales,Stairs,-33.865662,151.205972,3,991
York,289-307,George Street,Sydney,2000,New South Wales,Stairs,-33.865756,151.205963,3,992
York,NULL,NULL,Sydney,2000,New South Wales,Path,-33.865601,151.205520,3,993
Jamison,1B,Jamison Street,Sydney,2000,New South Wales,Path,-33.864453,151.205316,NULL,994
Clarence,50,Clarence Street,Sydney,2000,New South Wales,Lift,-33.865729,151.205079,4,995
Clarence,34,Clarence Street,Sydney,2000,New South Wales,Path,-33.865643,151.205004,4,996
Clarence,32,Clarence Street,Sydney,2000,New South Wales,Stairs,-33.865628,151.204800,4,997
Napoleon,15A,Napoleon Street,Sydney,2000,New South Wales,Path,-33.865246,151.203970,NULL,998
Napoleon,261,Kent Street,Sydney,2000,New South Wales,Lift,-33.865341,151.203967,NULL,999
Howarth,51,Howarth Street,Wyong,2259,New South Wales,Stairs,-33.285083,151.425599,NULL,1000
Howarth,47,Howarth Street,Wyong,2259,New South Wales,Lift,-33.285332,151.425549,NULL,1001
Pacific,72,Pacific Highway,Wyong,2259,New South Wales,Lift,-33.285249,151.425220,NULL,1002
Pacific,84,Pacific Highway,Wyong,2259,New South Wales,Stairs,-33.285322,151.425158,NULL,1003
Hume,NULL,NULL,Yagoona,2199,New South Wales,Path,-33.907331,151.024676,NULL,1004
Railway,NULL,Railway Street,Yennora,2161,New South Wales,Stairs,-33.864882,150.971040,NULL,1005
Nelson,33,Nelson Road,Yennora,2161,New South Wales,Stairs,-33.864620,150.970945,NULL,1006
Railway,38,Nelson Road,Yennora,2161,New South Wales,Stairs,-33.864988,150.970808,NULL,1007
Railway,39,Nelson Road,Yennora,2161,New South Wales,Ramp,-33.865029,150.970716,NULL,1008
Old Hume,38-42,Old Hume Highway,Yerrinbool,2575,New South Wales,Path,-34.371592,150.543448,NULL,1009
Bells,NULL,Unnamed Road,Clarence,2790,New South Wales,Stairs,-33.471841,150.202119,NULL,1010
